TICKET_IDENTIFIER|SUPPORT_CATEGORY|AGENT_NAME|DATE_OF_CALL|CALL_STATUS|CALL_TYPE|TYPE_OF_CUSTOMER|DURATION|WORK_TIME|TICKET_STATUS|RESOLVED_IN_FIRST_CONTACT|RESOLUTION_CATEGORY|RATING
1539|SUPPORT OUTAGES|VHERNANDEZ|12252022101744|COMPLETED|CHAT|NEW CUSTOMER|452|410|RESOLVED|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1540|NEW CUSTOMER ONBOARDING|ZANDERSON|09152023101744|DROPPED|CHAT|FREQUENT TRAVELER|382|544|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|BEST
1541|TECHNICAL SUPPORT|UMARTINEZ|09162022101744|DROPPED|CHAT|TECH-SAVVY USER|363|169|RESOLVED|0|SUPPORT TEAM INTERVENTION|BAD
1542|ACCOUNT MANAGEMENT|YWILSON|11032023101744|COMPLETED|CHAT|LONG-TERM CUSTOMER|233|543|RESOLVED|0|SELF-HELP OPTION|GOOD
656|PROMOTIONS & DISCOUNTS|STHOMPSON|01022022101744|COMPLETED|CHAT|SENIOR CITIZEN|195|68|RESOLVED|1|SUPPORT TEAM INTERVENTION|BEST
1543|PROMOTIONS & DISCOUNTS|UMARTINEZ|07282023101744|COMPLETED|CHAT|HEAVY DATA USER|273|119|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|BAD
1544|SUPPORT OUTAGES|STHOMPSON|12112022101744|COMPLETED|CHAT|NEW CUSTOMER|128|503|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|BEST
901|HOME SERVICES|UMARTINEZ|05082024101744|DROPPED|CALL|DEVICE ENTHUSIAST|343|193|WORK IN PROGRESS|0|SELF-HELP OPTION|GOOD
1545|PROMOTIONS & DISCOUNTS|YWILSON|09272022101744|TRANSFERRED|CALL|FAMILY PLAN MANAGER|410|218|RESOLVED|0|SUPPORT TEAM INTERVENTION|BAD
752|HOME SERVICES|TGARCIA|02182023101744|COMPLETED|CALL|HEAVY DATA USER|266|99|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|BEST
1546|MOBILE & WIRELESS SERVICES|WLOPEZ|07292022101744|COMPLETED|CALL|FAMILY PLAN MANAGER|450|463|RESOLVED|1|SELF-HELP OPTION|BEST
1443|SECURITY & PRIVACY|EJONES|05022022101744|DROPPED|CALL|SENIOR CITIZEN|523|19|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BAD
1547|NEW CUSTOMER ONBOARDING|ATHOMAS|01182024101744|DROPPED|CHAT|NEW CUSTOMER|254|213|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1548|LOYALTY & RETENTIONS|STHOMPSON|05122022101744|COMPLETED|CALL|SENIOR CITIZEN|243|397|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1549|SECURITY & PRIVACY|EJONES|03072023101744|COMPLETED|CALL|NEW CUSTOMER|419|370|PENDING RESOLUTION|0|SELF-HELP OPTION|WORST
1440|NEW CUSTOMER ONBOARDING|STHOMPSON|02182024101744|DROPPED|CALL|HEAVY DATA USER|184|410|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|WORST
1550|SUPPORT OUTAGES|EJONES|01092024101744|COMPLETED|CHAT|TECH-SAVVY USER|159|270|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|GOOD
1551|BUSINESS SERVICES|UMARTINEZ|07272022101744|DROPPED|CHAT|LONG-TERM CUSTOMER|544|217|RESOLVED|0|SUPPORT TEAM INTERVENTION|BAD
1552|SUPPORT OUTAGES|EJONES|09202023101744|DROPPED|CALL|NEW CUSTOMER|242|79|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|WORST
1543|PROMOTIONS & DISCOUNTS|ZANDERSON|02112022101744|TRANSFERRED|CALL|BUSINESS OWNER|236|70|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|NEUTRAL
1553|TECHNICAL SUPPORT|VHERNANDEZ|04032024101744|TRANSFERRED|CHAT|NEW CUSTOMER|440|503|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|WORST
1554|PROMOTIONS & DISCOUNTS|STHOMPSON|08052024101744|COMPLETED|CALL|DEVICE ENTHUSIAST|48|232|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|WORST
1555|TECHNICAL SUPPORT|STHOMPSON|10062023101744|TRANSFERRED|CALL|SENIOR CITIZEN|13|446|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|BEST
206|SECURITY & PRIVACY|VHERNANDEZ|04022022101744|TRANSFERRED|CALL|DEVICE ENTHUSIAST|58|12|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|NEUTRAL
1556|MOBILE & WIRELESS SERVICES|XGONZALEZ|06092024101744|DROPPED|CALL|LONG-TERM CUSTOMER|41|292|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|BAD
1557|TECHNICAL SUPPORT|ATHOMAS|02222023101744|COMPLETED|CALL|SENIOR CITIZEN|402|16|RESOLVED|1|SUPPORT TEAM INTERVENTION|WORST
609|ACCOUNT MANAGEMENT|ZANDERSON|08022024101744|DROPPED|CHAT|NEW CUSTOMER|58|21|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1558|LOYALTY & RETENTIONS|VHERNANDEZ|06232023101744|DROPPED|CALL|NEW CUSTOMER|17|425|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|BEST
1559|LOYALTY & RETENTIONS|EJONES|08102023101744|TRANSFERRED|CALL|FREQUENT TRAVELER|595|384|WORK IN PROGRESS|1|SELF-HELP OPTION|GOOD
1560|SUPPORT OUTAGES|YWILSON|04182022101744|COMPLETED|CHAT|BUSINESS OWNER|396|275|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|GOOD
1561|NEW CUSTOMER ONBOARDING|ATHOMAS|01212022101744|TRANSFERRED|CHAT|LONG-TERM CUSTOMER|309|142|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|BAD
1562|BUSINESS SERVICES|WLOPEZ|04072022101744|TRANSFERRED|CHAT|BUSINESS OWNER|514|85|PENDING RESOLUTION|1|SELF-HELP OPTION|BEST
1563|SECURITY & PRIVACY|ZANDERSON|03182023101744|COMPLETED|CHAT|TECH-SAVVY USER|504|199|WORK IN PROGRESS|1|SELF-HELP OPTION|GOOD
1564|SUPPORT OUTAGES|TGARCIA|02272022101744|TRANSFERRED|CHAT|TECH-SAVVY USER|600|570|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1565|LOYALTY & RETENTIONS|STHOMPSON|08142022101744|COMPLETED|CALL|LONG-TERM CUSTOMER|543|593|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1566|SUPPORT OUTAGES|XGONZALEZ|10202022101744|TRANSFERRED|CALL|LONG-TERM CUSTOMER|36|140|TRANSFERRED TO ANOTHER QUEUE|1||WORST
1567|SUPPORT OUTAGES|UMARTINEZ|03152023101744|TRANSFERRED|CHAT|HEAVY DATA USER|575|282|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|WORST
403|SECURITY & PRIVACY|XGONZALEZ|07132023101744|COMPLETED|CALL|SENIOR CITIZEN|292|98|WORK IN PROGRESS|1|SELF-HELP OPTION|WORST
1568|BUSINESS SERVICES|UMARTINEZ|06022022101744|TRANSFERRED|CALL|NEW CUSTOMER||85|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|BAD
1569|BUSINESS SERVICES|XGONZALEZ|11122023101744|TRANSFERRED|CALL|TECH-SAVVY USER|353|116|RESOLVED|0|SUPPORT TEAM INTERVENTION|BAD
1570|ACCOUNT MANAGEMENT|YWILSON|06272022101744|TRANSFERRED|CHAT|LONG-TERM CUSTOMER|499|247|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BAD
452|HOME SERVICES|YWILSON|07242024101744|TRANSFERRED|CALL|BUDGET-CONSCIOUS CUSTOMER|33|139|RESOLVED|1|SELF-HELP OPTION|BAD
1571|MOBILE & WIRELESS SERVICES|WLOPEZ|12172022101744|TRANSFERRED|CHAT|BUDGET-CONSCIOUS CUSTOMER|408|464|RESOLVED|1|SUPPORT TEAM INTERVENTION|BAD
912|HOME SERVICES|ZANDERSON|07072023101744|DROPPED|CALL|FREQUENT TRAVELER|339|68|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|WORST
1572|NEW CUSTOMER ONBOARDING|EJONES|03232024101744|DROPPED|CALL|LONG-TERM CUSTOMER|505|310|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1474|PROMOTIONS & DISCOUNTS|WLOPEZ|01212022101744|DROPPED|CHAT|DEVICE ENTHUSIAST|170|334|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|BAD
1573|LOYALTY & RETENTIONS|YWILSON|11302023101744|COMPLETED|CHAT|FREQUENT TRAVELER|368|41|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|BAD
1574|MOBILE & WIRELESS SERVICES|UMARTINEZ|04172023101744|TRANSFERRED|CALL|TECH-SAVVY USER|273|203|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1575|SUPPORT OUTAGES|ZANDERSON|02042023101744|TRANSFERRED|CALL|HEAVY DATA USER|145|565|RESOLVED|1|SUPPORT TEAM INTERVENTION|WORST
1576|SUPPORT OUTAGES|EJONES|06122022101744|COMPLETED|CHAT|BUDGET-CONSCIOUS CUSTOMER|491|174|RESOLVED|1|SELF-HELP OPTION|GOOD
1202|BUSINESS SERVICES|TGARCIA|06172024101744|TRANSFERRED|CALL|FAMILY PLAN MANAGER|290|187|WORK IN PROGRESS|0|SELF-HELP OPTION|BEST
1577|HOME SERVICES|YWILSON|02142023101744|DROPPED|CALL|FREQUENT TRAVELER|439|566|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1578|BUSINESS SERVICES|EJONES|03272022101744|TRANSFERRED|CHAT|FREQUENT TRAVELER|491|257|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|BAD
1579|HOME SERVICES|ZANDERSON|12262021101744|DROPPED|CALL|BUDGET-CONSCIOUS CUSTOMER|312|232|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|GOOD
1580|ACCOUNT MANAGEMENT||09052024101744|DROPPED|CHAT|BUSINESS OWNER|339|126|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|GOOD
1581|MOBILE & WIRELESS SERVICES|WLOPEZ|01192024101744|DROPPED|CALL|FREQUENT TRAVELER|228|542|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|GOOD
1582|SUPPORT OUTAGES|ZANDERSON|02232024101744|COMPLETED|CALL|BUSINESS OWNER|177|71|WORK IN PROGRESS|0|SELF-HELP OPTION|WORST
1583|PROMOTIONS & DISCOUNTS|STHOMPSON|05072022101744|TRANSFERRED|CHAT|HEAVY DATA USER|273|589|PENDING RESOLUTION|1|SELF-HELP OPTION|WORST
1584|LOYALTY & RETENTIONS|TGARCIA|08142024101744|DROPPED|CHAT|BUDGET-CONSCIOUS CUSTOMER|410|139|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|GOOD
1585|SUPPORT OUTAGES|UMARTINEZ|04092024101744|COMPLETED|CALL|FAMILY PLAN MANAGER|202|213|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|WORST
1586|NEW CUSTOMER ONBOARDING|EJONES|08192024101744|COMPLETED|CALL|TECH-SAVVY USER|182|573|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1587|ACCOUNT MANAGEMENT|UMARTINEZ|03012024101744|DROPPED|CALL|BUDGET-CONSCIOUS CUSTOMER|66|515|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|GOOD
1588|SECURITY & PRIVACY|YWILSON|12012023101744|TRANSFERRED|CHAT|HEAVY DATA USER|533|588|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|BEST
1589|SUPPORT OUTAGES|ATHOMAS|12032022101744|COMPLETED|CHAT|LONG-TERM CUSTOMER|60|240|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1590|PROMOTIONS & DISCOUNTS|WLOPEZ|02252022101744|TRANSFERRED|CHAT|LONG-TERM CUSTOMER|191|301|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|BEST
1591|MOBILE & WIRELESS SERVICES|UMARTINEZ|03092023101744|COMPLETED|CALL|BUSINESS OWNER|255|307|RESOLVED|1|SUPPORT TEAM INTERVENTION|BEST
1592|LOYALTY & RETENTIONS|ATHOMAS|04262022101744|COMPLETED|CHAT|TECH-SAVVY USER|406|111|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|WORST
1591|TECHNICAL SUPPORT|TGARCIA|12262022101744|TRANSFERRED|CHAT|HEAVY DATA USER|53|121|RESOLVED|1|SUPPORT TEAM INTERVENTION|WORST
1593|BUSINESS SERVICES|WLOPEZ|06142024101744|COMPLETED|CALL|BUSINESS OWNER|133|117|RESOLVED|0|SELF-HELP OPTION|WORST
1594|ACCOUNT MANAGEMENT|ZANDERSON|11082022101744|COMPLETED|CHAT|SENIOR CITIZEN|555|38|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|BEST
1595|SECURITY & PRIVACY|VHERNANDEZ|06252022101744|TRANSFERRED|CALL|BUDGET-CONSCIOUS CUSTOMER|414|456|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|BAD
1596|SUPPORT OUTAGES|XGONZALEZ|06112023101744|DROPPED|CALL|FAMILY PLAN MANAGER|195|467|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|WORST
1597|PROMOTIONS & DISCOUNTS|VHERNANDEZ|08052022101744|DROPPED|CHAT|DEVICE ENTHUSIAST|407|450|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|WORST
516|TECHNICAL SUPPORT|VHERNANDEZ|02282022101744|COMPLETED|CALL|SENIOR CITIZEN|107|46|RESOLVED|1|SUPPORT TEAM INTERVENTION|BAD
1598|LOYALTY & RETENTIONS|VHERNANDEZ|01312023101744|TRANSFERRED|CALL|DEVICE ENTHUSIAST|248|185|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|BAD
1599|TECHNICAL SUPPORT|STHOMPSON|02092024101744|TRANSFERRED|CALL|SENIOR CITIZEN|279|46|PENDING RESOLUTION|1|SELF-HELP OPTION|WORST
1316|TECHNICAL SUPPORT|VHERNANDEZ|07262023101744|DROPPED|CALL|DEVICE ENTHUSIAST|542|477|RESOLVED|1|SUPPORT TEAM INTERVENTION|WORST
1600|NEW CUSTOMER ONBOARDING|VHERNANDEZ|07152024101744|COMPLETED|CHAT|FREQUENT TRAVELER|198|392|RESOLVED|0|SUPPORT TEAM INTERVENTION|BAD
1601|BUSINESS SERVICES|ATHOMAS|06172024101744|TRANSFERRED|CALL|FAMILY PLAN MANAGER|553|129|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|NEUTRAL
1602|MOBILE & WIRELESS SERVICES|EJONES|03272022101744|DROPPED|CALL|FREQUENT TRAVELER|22|98|RESOLVED|1|SUPPORT TEAM INTERVENTION|GOOD
1603|HOME SERVICES|ZANDERSON|11242023101744|TRANSFERRED|CALL|HEAVY DATA USER|366|257|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|BAD
1604|SUPPORT OUTAGES|ZANDERSON|08282022101744|TRANSFERRED|CHAT|FAMILY PLAN MANAGER|223|300|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|GOOD
1605|HOME SERVICES|VHERNANDEZ|06272023101744|COMPLETED|CALL|FAMILY PLAN MANAGER|394|375|PENDING RESOLUTION|1|SELF-HELP OPTION|GOOD
1606|SUPPORT OUTAGES|TGARCIA|03112023101744|TRANSFERRED|CALL|FAMILY PLAN MANAGER|431|509|RESOLVED|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1397|ACCOUNT MANAGEMENT|VHERNANDEZ|04162022101744|DROPPED|CHAT|BUSINESS OWNER|309|454|PENDING RESOLUTION|1|SELF-HELP OPTION|NEUTRAL
1607|TECHNICAL SUPPORT|XGONZALEZ|10042023101744|COMPLETED|CHAT|FREQUENT TRAVELER|229|134|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|GOOD
1608|PROMOTIONS & DISCOUNTS|ATHOMAS|02072023101744|DROPPED|CALL|BUSINESS OWNER|382|287|TRANSFERRED TO ANOTHER QUEUE||SUPPORT TEAM INTERVENTION|GOOD
1609|NEW CUSTOMER ONBOARDING|UMARTINEZ|12292022101744|TRANSFERRED|CHAT|HEAVY DATA USER|302|91|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BEST
1610|BUSINESS SERVICES|STHOMPSON|05052024101744|TRANSFERRED|CALL|TECH-SAVVY USER|314|286|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|NEUTRAL
981|BUSINESS SERVICES|UMARTINEZ|07222024101744|DROPPED|CHAT|LONG-TERM CUSTOMER|196|511|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|BEST
1611|BUSINESS SERVICES|WLOPEZ|05312024101744|DROPPED|CALL|FAMILY PLAN MANAGER|236|421|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|GOOD
744|LOYALTY & RETENTIONS|YWILSON|02082023101744|COMPLETED|CHAT|SENIOR CITIZEN|50|176|RESOLVED|0|SELF-HELP OPTION|BEST
1612|NEW CUSTOMER ONBOARDING|VHERNANDEZ|12292021101744|DROPPED|CHAT|NEW CUSTOMER|514|53|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|WORST
1613|PROMOTIONS & DISCOUNTS|ATHOMAS|04022023101744|DROPPED|CALL|TECH-SAVVY USER|66|162|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|BAD
1105|PROMOTIONS & DISCOUNTS|YWILSON|08152022101744|COMPLETED|CALL|FAMILY PLAN MANAGER|474|562|PENDING RESOLUTION|1|SELF-HELP OPTION|GOOD
1614|SUPPORT OUTAGES|WLOPEZ|11172022101744|TRANSFERRED|CALL|FREQUENT TRAVELER|522|341|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|WORST
1615|NEW CUSTOMER ONBOARDING|VHERNANDEZ|01062022101744|DROPPED|CALL|LONG-TERM CUSTOMER|499|260|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|BEST
1616|SUPPORT OUTAGES|STHOMPSON|11022023101744|DROPPED|CALL|SENIOR CITIZEN|69|257|PENDING RESOLUTION|1|SELF-HELP OPTION|NEUTRAL
1480|PROMOTIONS & DISCOUNTS|UMARTINEZ|05302024101744|TRANSFERRED|CHAT|HEAVY DATA USER|294|389|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|BAD
1617|LOYALTY & RETENTIONS|WLOPEZ|04032022101744|TRANSFERRED|CHAT|BUDGET-CONSCIOUS CUSTOMER|160|450|WORK IN PROGRESS|1|SELF-HELP OPTION|GOOD
1618|NEW CUSTOMER ONBOARDING|YWILSON|09212023101744|COMPLETED|CHAT|FREQUENT TRAVELER|247|561|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1619|PROMOTIONS & DISCOUNTS|STHOMPSON|10092023101744|TRANSFERRED|CHAT|BUDGET-CONSCIOUS CUSTOMER|495|303|WORK IN PROGRESS|1|SELF-HELP OPTION|WORST
1620|TECHNICAL SUPPORT|XGONZALEZ|05062022101744|COMPLETED|CALL|BUSINESS OWNER|292|30|RESOLVED|1|SELF-HELP OPTION|BAD
1621|SECURITY & PRIVACY|TGARCIA|02122023101744|TRANSFERRED|CHAT|FAMILY PLAN MANAGER|302|126|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|BAD
1622|HOME SERVICES|VHERNANDEZ|01082024101744|DROPPED|CALL|LONG-TERM CUSTOMER|497|180|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|GOOD
275|BUSINESS SERVICES|TGARCIA|12012022101744|COMPLETED|CALL|TECH-SAVVY USER|391|586|WORK IN PROGRESS|1|SELF-HELP OPTION|WORST
1623|BUSINESS SERVICES|UMARTINEZ|03162024101744|DROPPED|CALL|FAMILY PLAN MANAGER|591|363|PENDING RESOLUTION|1|SELF-HELP OPTION|GOOD
518|NEW CUSTOMER ONBOARDING|VHERNANDEZ|10022022101744|COMPLETED|CALL|LONG-TERM CUSTOMER|575|16|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|GOOD
1624|ACCOUNT MANAGEMENT|VHERNANDEZ|03152024101744|COMPLETED|CHAT|TECH-SAVVY USER|450|212|WORK IN PROGRESS|1|SELF-HELP OPTION|GOOD
1625|ACCOUNT MANAGEMENT|VHERNANDEZ|04112023101744|TRANSFERRED|CALL|NEW CUSTOMER|488|25|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|WORST
1626|MOBILE & WIRELESS SERVICES|ZANDERSON|05012023101744|COMPLETED|CALL|BUSINESS OWNER|83|501|RESOLVED|1|SUPPORT TEAM INTERVENTION|BEST
86|NEW CUSTOMER ONBOARDING|WLOPEZ|03292023101744|TRANSFERRED|CHAT|SENIOR CITIZEN|246|457|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|WORST
1627|SUPPORT OUTAGES|STHOMPSON|12202022101744|COMPLETED|CALL|LONG-TERM CUSTOMER|118|84|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|WORST
1628|MOBILE & WIRELESS SERVICES|ATHOMAS|05222022101744|TRANSFERRED|CHAT|NEW CUSTOMER|332|467|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1629|SECURITY & PRIVACY|EJONES|05282023101744|DROPPED|CHAT|BUSINESS OWNER|192|386|RESOLVED|0|SELF-HELP OPTION|NEUTRAL
771|BUSINESS SERVICES|STHOMPSON|04282023101744|COMPLETED|CHAT|FAMILY PLAN MANAGER|281|348|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|BEST
1630|SUPPORT OUTAGES|ZANDERSON|02172023101744|DROPPED|CALL|FAMILY PLAN MANAGER|76|27|PENDING RESOLUTION|1|SELF-HELP OPTION|BAD
1631|PROMOTIONS & DISCOUNTS|ATHOMAS|12312023101744|COMPLETED|CALL|NEW CUSTOMER|380|243|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|WORST
1632|LOYALTY & RETENTIONS|WLOPEZ|07162022101744|TRANSFERRED|CALL|NEW CUSTOMER|518|516|RESOLVED|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1633|SECURITY & PRIVACY|STHOMPSON|06252022101744|TRANSFERRED|CHAT|DEVICE ENTHUSIAST|121|545|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|GOOD
390|PROMOTIONS & DISCOUNTS|EJONES|11172022101744|TRANSFERRED|CALL|BUDGET-CONSCIOUS CUSTOMER|91|172|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1634|PROMOTIONS & DISCOUNTS||01062023101744|COMPLETED|CALL|HEAVY DATA USER|224|142|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|GOOD
1635|NEW CUSTOMER ONBOARDING|YWILSON|06222024101744|COMPLETED|CALL|FAMILY PLAN MANAGER|162|275|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1636|SECURITY & PRIVACY|WLOPEZ|01022024101744|COMPLETED|CHAT|HEAVY DATA USER|433|68|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|BAD
1637|NEW CUSTOMER ONBOARDING|ATHOMAS|06182023101744|COMPLETED|CHAT|FREQUENT TRAVELER|427|522|WORK IN PROGRESS|1|SELF-HELP OPTION|BEST
1638|SUPPORT OUTAGES|ZANDERSON|09112022101744|DROPPED|CHAT|FREQUENT TRAVELER|316|34|PENDING RESOLUTION|1|SELF-HELP OPTION|WORST
1639|TECHNICAL SUPPORT|TGARCIA|11222023101744|COMPLETED|CALL|NEW CUSTOMER|451|518|RESOLVED|0|SELF-HELP OPTION|GOOD
1344|SECURITY & PRIVACY|ATHOMAS|06262022101744|COMPLETED|CHAT|HEAVY DATA USER|282|576|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|BAD
1640|SECURITY & PRIVACY|WLOPEZ|09212022101744|DROPPED|CHAT|LONG-TERM CUSTOMER|325|81|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|BEST
1641|HOME SERVICES|VHERNANDEZ|03162024101744|DROPPED|CHAT|NEW CUSTOMER|433|129|WORK IN PROGRESS|1|SELF-HELP OPTION|BAD
1316|PROMOTIONS & DISCOUNTS|EJONES|08072023101744|DROPPED|CHAT|BUDGET-CONSCIOUS CUSTOMER|456|484|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|WORST
1642|TECHNICAL SUPPORT|ZANDERSON|09082024101744|COMPLETED|CALL|LONG-TERM CUSTOMER|98|418|PENDING RESOLUTION|1|SELF-HELP OPTION|NEUTRAL
565|TECHNICAL SUPPORT|WLOPEZ|06012022101744|COMPLETED|CALL|LONG-TERM CUSTOMER|560|147|RESOLVED|0|SELF-HELP OPTION|NEUTRAL
1643|TECHNICAL SUPPORT|VHERNANDEZ|07182023101744|DROPPED|CHAT|BUSINESS OWNER|326|30|RESOLVED|0|SELF-HELP OPTION|WORST
1644|SUPPORT OUTAGES|STHOMPSON|06072022101744|TRANSFERRED|CHAT|TECH-SAVVY USER|156|385|PENDING RESOLUTION|0|SELF-HELP OPTION|BEST
1417|SECURITY & PRIVACY|STHOMPSON|06102022101744|COMPLETED|CHAT|FREQUENT TRAVELER|322|242|RESOLVED|1|SUPPORT TEAM INTERVENTION|GOOD
1645|MOBILE & WIRELESS SERVICES|EJONES|03112024101744|COMPLETED|CHAT|BUDGET-CONSCIOUS CUSTOMER|322|102|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|WORST
1646|SECURITY & PRIVACY|EJONES|11292022101744|TRANSFERRED|CHAT|HEAVY DATA USER|362|48|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|WORST
1647|BUSINESS SERVICES|WLOPEZ|06252022101744|DROPPED|CHAT|BUDGET-CONSCIOUS CUSTOMER|436|360|RESOLVED|1|SUPPORT TEAM INTERVENTION|BAD
1648|MOBILE & WIRELESS SERVICES|UMARTINEZ|09062022101744|TRANSFERRED|CALL|BUDGET-CONSCIOUS CUSTOMER|358|280|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|BAD
607|MOBILE & WIRELESS SERVICES|TGARCIA|06092022101744|COMPLETED|CALL|SENIOR CITIZEN|347|257|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|BEST
1649|LOYALTY & RETENTIONS|UMARTINEZ|06252022101744|DROPPED|CHAT|SENIOR CITIZEN|319|532|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|WORST
1650|TECHNICAL SUPPORT||02052024101744|COMPLETED|CHAT|HEAVY DATA USER|508|233|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|WORST
